date,total,subscriber,customer,totalAvg,subscriberAvg,customerAvg,temp,rain,weekend,weekday,BART,49ers,Giants,Sharks,AmericasCup,USGovShutdown,holiday,holidayName
01/14/14,57,51,6,1427,1269,158,57,,0,3,0,,,,,,0,
01/15/14,61,61,0,1471,1311,160,55,,0,4,0,,,,,,0,
01/16/14,68,58,10,1602,1400,202,56,,0,5,0,,,,,,0,
01/17/14,75,66,9,1499,1206,289,54,,0,6,0,,,,,,0,
01/18/14,33,17,16,821,487,331,54,,1,7,0,,,,,,0,
01/19/14,50,25,25,771,395,383,53,,1,1,0,,,,,,0,
01/20/14,51,35,16,1344,1151,193,54,,0,2,0,,,,,,1,MLK Day
01/21/14,64,57,7,1427,1269,158,53,,0,3,0,,,,,,0,
01/22/14,75,69,6,1471,1311,160,55,,0,4,0,,,,,,0,
01/23/14,95,81,14,1602,1400,202,54,,0,5,0,,,1,,,0,
01/24/14,61,59,2,1499,1206,289,53,,0,6,0,,,,,,0,
01/25/14,23,20,3,821,487,331,58,,1,7,0,,,1,,,0,
01/26/14,19,15,4,771,395,383,58,,1,1,0,,,,,,0,
01/27/14,54,52,2,1344,1151,193,55,,0,2,0,,,1,,,0,
01/28/14,52,49,3,1427,1269,158,58,,0,3,0,,,,,,0,
01/29/14,61,57,4,1471,1311,160,62,1,0,4,0,,,,,,0,
01/30/14,44,39,5,1602,1400,202,56,1,0,5,0,,,,,,0,
01/31/14,55,48,7,1499,1206,289,52,,0,6,0,,,,,,0,
02/01/14,44,27,17,821,487,331,49,,1,7,0,,,1,,,0,
02/02/14,18,8,10,771,395,383,48,1,1,1,0,,,,,,0,
02/03/14,58,57,1,1344,1151,193,48,,0,2,0,,,1,,,0,
02/04/14,67,61,6,1427,1269,158,46,,0,3,0,,,,,,0,
02/05/14,49,42,7,1471,1311,160,47,1,0,4,0,,,1,,,0,
02/06/14,23,23,0,1602,1400,202,50,1,0,5,0,,,,,,0,
02/07/14,40,36,0,1499,1206,289,51,1,0,6,0,,,1,,,0,
02/08/14,18,11,4,821,487,331,57,1,1,7,0,,,,,,0,
02/09/14,11,11,7,771,395,383,60,,1,1,0,,,,,,0,
02/10/14,50,47,3,1344,1151,193,57,,0,2,0,,,,,,0,
02/11/14,55,53,2,1427,1269,158,56,,0,3,0,,,,,,0,
02/12/14,61,60,1,1471,1311,160,56,,0,4,0,,,,,,0,
02/13/14,53,49,4,1602,1400,202,59,,0,5,0,,,,,,0,
02/14/14,46,45,1,1499,1206,289,58,,0,6,0,,,,,,1,Valentine's Day
02/15/14,15,11,4,821,487,331,56,1,1,7,0,,,,,,0,
02/16/14,12,10,2,771,395,383,55,1,1,1,0,,,,,,0,
02/17/14,23,16,7,1344,1151,193,50,,0,2,0,,,,,,1,Presidents' Day
02/18/14,54,53,1,1427,1269,158,54,,0,3,0,,,,,,0,
02/19/14,61,55,6,1471,1311,160,56,1,0,4,0,,,,,,0,
02/20/14,54,50,4,1602,1400,202,55,,0,5,0,,,,,,0,
02/21/14,53,51,2,1499,1206,289,57,,0,6,0,,,,,,0,
02/22/14,41,35,6,821,487,331,57,,1,7,0,,,,,,0,
02/23/14,22,13,9,771,395,383,57,,1,1,0,,,,,,0,
02/24/14,61,54,7,1344,1151,193,59,,0,2,0,,,,,,0,
02/25/14,50,47,3,1427,1269,158,55,,0,3,0,,,,,,0,
02/26/14,27,27,0,1471,1311,160,57,1,0,4,0,,,,,,0,
02/27/14,59,54,5,1602,1400,202,59,1,0,5,0,,,,,,0,
02/28/14,25,23,2,1499,1206,289,57,1,0,6,0,,,,,,0,
